リクライニングはいすくーる,http://en.heydouga.com/moviepages/4059/087/index.html,http://image01.heydouga.com/contents/4059/087/player_thumb.jpg,2013-02-07,ludi,Patsukin Channel 
インターナショナルはいすくーる　リサ,http://en.heydouga.com/moviepages/4059/086/index.html,http://image01.heydouga.com/contents/4059/086/player_thumb.jpg,2013-01-31,risa,Patsukin Channel 
夜這いハイスクール　シオン,http://en.heydouga.com/moviepages/4059/085/index.html,http://image01.heydouga.com/contents/4059/085/player_thumb.jpg,2013-01-25,shion,Patsukin Channel 
夜這いハイスクール　リタ,http://en.heydouga.com/moviepages/4059/084/index.html,http://image01.heydouga.com/contents/4059/084/player_thumb.jpg,2013-01-18,rita,Patsukin Channel 
インターナショナルはいすくーる　リネット,http://en.heydouga.com/moviepages/4059/083/index.html,http://image01.heydouga.com/contents/4059/083/player_thumb.jpg,2013-01-10,linet,Patsukin Channel 
インターナショナルはいすくーる　レナ,http://en.heydouga.com/moviepages/4059/082/index.html,http://image01.heydouga.com/contents/4059/082/player_thumb.jpg,2012-12-29,lena,Patsukin Channel 
ロ●ータコンプレックス,http://en.heydouga.com/moviepages/4059/081/index.html,http://image01.heydouga.com/contents/4059/081/player_thumb.jpg,2012-12-21,Bree Olsen,Patsukin Channel 
インターナショナルはいすくーるに通っている妹の友達を夜這いしてみた,http://en.heydouga.com/moviepages/4059/080/index.html,http://image01.heydouga.com/contents/4059/080/player_thumb.jpg,2012-12-14,ana,Patsukin Channel 
インターナショナルはいすくーる　アリス,http://en.heydouga.com/moviepages/4059/079/index.html,http://image01.heydouga.com/contents/4059/079/player_thumb.jpg,2012-12-06,Ally,Patsukin Channel 
インターナショナルはいすくーる アリィ,http://en.heydouga.com/moviepages/4059/078/index.html,http://image01.heydouga.com/contents/4059/078/player_thumb.jpg,2012-11-30,Allei Heze,Patsukin Channel 
